business_id,name,city,state,categories,stars,review_count
31uu55dhOGzPHAJslZp7uA,Great Wall Restaurant,Boise,ID,"Chinese, Restaurants, Sushi Bars, Buffets",3.0,61
nceIvptHjFjHYP9chl6Ziw,Festa Buffet,Tucson,AZ,"Buffets, Restaurants",3.0,70
LQg6YpX6Fv4QHUzf4ARdwg,Wendy's,Whitestown,IN,"Restaurants, Fast Food, Burgers",2.0,13
Db68YzljLjv3azuwk3V1eg,Just Kabab,Oro Valley,AZ,"Persian/Iranian, Kebab, Middle Eastern, Restaurants",4.5,210
YuYvesXrRf1PSp37a5IwUw,Cavanaugh's Rittenhouse,Philadelphia,PA,"Burgers, American (Traditional), Sports Bars, Restaurants, Gastropubs, Bars, Nightlife",3.5,226
0du-PwMeyRIOrW3MKVeHiQ,Broken Spoke Saloon,Nashville,TN,"Wraps, Restaurants, Pizza, American (Traditional), Burgers, Salad",3.5,18
nfZswvgO6iC-zIcWKbCFCA,Goodys Cafe,Joelton,TN,"Southern, Food, Desserts, Breakfast & Brunch, Restaurants, American (Traditional), Cafes",4.5,13
u4M4SxqehnyMI5vs9HaW7Q,The Dam,Saint Louis,MO,"Sandwiches, American (Traditional), Burgers, Restaurants, Food Delivery Services, Food",3.5,300
DoQ46rGW4qMWnkN39FvLEg,IHOP,Nashville,TN,"Restaurants, American (Traditional), Breakfast & Brunch, American (New), Burgers",2.0,55
J-Gfo-YKtgFPSgCBZbT88Q,Starbucks,Tucson,AZ,"Cafes, Coffee & Tea, Restaurants, Food",2.5,64
-6osFx4NgFRHJ5NXqpHV6g,Campo Azul,Nolensville,TN,"Mexican, Restaurants",3.0,64
J5EpBHy5GsLw54YuFfU0xg,Mike Talayna's Juke Box Restaurant,Saint Louis,MO,"Bars, Pizza, Dive Bars, Restaurants, Karaoke, Nightlife",3.0,71
iJTEN4bk3VJV-evvrxx_HA,Big Fork Restaurant,Chadds Ford,PA,"Restaurants, American (Traditional)",4.0,10
CBvoOXl2cmQFg9AJ9mhZ7Q,Chuck's Cafe,Trenton,NJ,"Barbeque, Chicken Wings, American (Traditional), Burgers, Restaurants",2.5,6
PcbJHYd9Lu_mL42_z1dAzw,Mission BBQ,Warminster,PA,"Restaurants, Barbeque, Sandwiches, Salad, American (Traditional)",4.0,109
3pC5VVMRvlGDGEUXgoUhAQ,Mrs Mikes Breakfast And Lunch,West Chester,PA,"Restaurants, Diners, Breakfast & Brunch",3.5,31
pCn8Bz3IdFyUOyDQky7t5Q,Chick-A-Boom,Folcroft,PA,"Restaurants, Chicken Shop",4.5,20
t-ROSN9X4QqbGFd6cchDNQ,Starbucks Coffee,Metairie,LA,"Restaurants, Coffee & Tea, Food",3.5,9
rwPdi2Ept5LcVYIRUjj53Q,Angel's Restaurant,Wilmington,DE,"Restaurants, Diners, American (Traditional)",4.0,38
CQfIbhfIufT5M2BMYyeYTw,Saffron Cafe,Indianapolis,IN,"Mediterranean, Shopping, Cooking Classes, Nutritionists, Restaurants, Moroccan, Arts & Crafts, Health & Medical",4.0,327
BKVwN2btBPovpWis42Urlg,Kozy Korner Restaurant,Wilmington,DE,"Breakfast & Brunch, Restaurants, Diners, Sandwiches",4.0,48
L5au-8jxTj5WUhiYNCpnXg,Fork & Fire,Tucson,AZ,"Food, Mexican, Restaurants, Barbeque, Event Planning & Services, Caterers, Food Trucks, Tacos",4.0,23
GrHQITcWhJFOMZ_B2h3oRg,Primo Hoagies South Street,Philadelphia,PA,"Restaurants, Sandwiches, Fast Food",3.5,46
moSzUuDbtt1Qt63COsBWvQ,Mr Roo's Deli and Catering,Metairie,LA,"Seafood, Restaurants, Caterers, Event Planning & Services, Delis, American (Traditional)",3.5,28
OR1jehTozILIG4FzoxJcUw,Deviled Pig,Tampa,FL,"Sandwiches, Restaurants, Barbeque",4.0,280
VgLZznl7Mj732MSgsnCiXA,The Loft at Sweet Water Featuring Tapped Out,Pennsburg,PA,"Country Clubs, Bars, Event Planning & Services, Restaurants, Arts & Entertainment, Nightlife, Venues & Event Spaces, Beer Bar, American (Traditional)",3.5,5
9ZL_iQiLTPTOMm6nDLVCAw,Bryn Mawr Pizza II,Philadelphia,PA,"Restaurants, Delis",3.0,5
S_jfDqc2TUhkraTpeZgqjg,Bakersfield,Indianapolis,IN,"Bars, Mexican, Nightlife, Cocktail Bars, Restaurants, Tacos",4.5,1642
Vm72SQb1ceIPtimnaQYpdA,Rustic Room,St. Louis,MO,"Event Planning & Services, Restaurants, Bars, Mexican, Venues & Event Spaces, Nightlife, Tacos",5.0,6
XwF93JHnYflr2djY9tE7cA,Theo's Neighborhood Pizza,Metairie,LA,"Pizza, Italian, Restaurants",4.0,67
YhbpWF27GHGGUd_-y8-BUA,American Kolache,Edwardsville,IL,"Restaurants, Breakfast & Brunch, Czech, Food, Bakeries",4.5,7
0c28ysQJ_M1fVToTFV-FWQ,Wingman Rodeo - Montecito Street,Santa Barbara,CA,"Salad, Sandwiches, Vegetarian, Restaurants, Chicken Wings",4.0,44
GXT4q8GHO4rsnf7kz6Npgw,Sho Gud Barbeque Shack,Tampa,FL,"Restaurants, Barbeque",4.0,30
o0MSFpYrtsTA3AOI8yDh8w,UFO Pizza,Edmonton,AB,"Italian, Pizza, Restaurants",4.0,25
0GQ1O0vmmLiHWB0y1JM-zg,Five Guys,Franklin,TN,"Burgers, Restaurants, African, American (New), Fast Food",3.5,46
UGefDZNmnBztS0eoXWtHyQ,The Joint,New Orleans,LA,"Southern, Nightlife, Sandwiches, Barbeque, Restaurants, Bars",4.5,1335
DW9rgqWWzidDLIazmTjthw,Big Apple Buffet,Saint Petersburg,FL,"Restaurants, Chinese, Buffets, Sushi Bars",3.0,113
NCJkOqbMpeONS2LXwlUy-Q,Smokin' Bowls,Nashville,TN,"Japanese, Food, Restaurants, Ramen, Food Trucks",4.0,13
ikmrmgg45ChZj8v0Fp1_XA,Bob's Tu Your Door Pizza,Mooresville,IN,"Restaurants, Pizza",3.5,12
DA44mAX_6Hq7SaPa91m-cg,Calypso,Philadelphia,PA,"Trinidadian, Food, Caribbean, Restaurants",4.5,8
eQa7PB6VhomV_DTjCw1B9A,Cafe Del Mar,Clearwater,FL,"Food, Restaurants, American (Traditional), Coffee & Tea",2.0,5
vhGQBkw05SrbnMT99vshAw,Potter's Tea House,Meridian,ID,"Coffee & Tea, Bagels, Food, Desserts, Tea Rooms, Restaurants, Cafes, Bakeries, Sandwiches, Kombucha",5.0,10
A1suinq7EcpyM06JIe7iOA,Guerrilla Street Food,Saint Louis,MO,"Food Trucks, Food, Filipino, Restaurants, Food Stands, Local Flavor, Asian Fusion",4.0,373
SLLZhFOs_VddtKKh7TemuQ,Thai Bowl,Bridgeton,MO,"Thai, Restaurants",3.5,16
R6fcBIFBhfZx33z7qD0lqQ,Goldie's Deli,Nashville,TN,"Restaurants, Delis",4.0,7
Ux7saSYU-Rj90QqkW_Aang,Globe Restaurant,Largo,FL,"Restaurants, Diners",4.5,14
qI2NdIdo3YK5ezlUBLIRlw,Southwest Grillers,Tucson,AZ,"Pizza, Restaurants",2.5,11
fPYxqMSd7yrOlxknw_aqFg,Mexico Lindo Restaurant,Hamilton,NJ,"Restaurants, Mexican",4.0,22
DIrgJzwHt_Dio8djuP3dPA,Wendy's,Fishers,IN,"Fast Food, Burgers, Restaurants",2.0,18
jrUso5L85sDzeBj7KqLhJg,Poké Island Plus,Tampa,FL,"Vietnamese, Poke, Food, Bubble Tea, Sushi Bars, Restaurants",4.5,7
Xbvz4l65p4TDK3mEx4oK_w,Flavors Of India,Mount Laurel,NJ,"Event Planning & Services, Buffets, Restaurants, Venues & Event Spaces, Caterers, Indian",4.0,184
5bmMdTw_FtCKfbAwqDkaPA,Thai Pizza Company,Saint Louis,MO,"Pizza, Thai, Restaurants",3.5,67
KvcJ9vgZN8MIhsbRpXPxqA,Yogurtology,Tampa,FL,"Food, Restaurants, Ice Cream & Frozen Yogurt",4.0,59
7dfl5-n6r_8EJVh811q9hQ,McDonald's,Saint Louis,MO,"Food, Coffee & Tea, Burgers, Fast Food, Restaurants",1.5,9
ssg1fbwkHKTxn4aPl6LJMQ,Pizza Hut,Saint Louis,MO,"Pizza, Italian, Fast Food, Restaurants, Chicken Wings",2.0,21
NY5C4Ed3Pj5vBOHNTgPokg,Pearl River Restaurant,Edmonton,AB,"Chinese, Restaurants",4.0,29
z4LNDEAv4WvTI7ALmQtQ5w,Applebee's Grill + Bar,St. Petersburg,FL,"Sports Bars, Nightlife, Chicken Wings, Steakhouses, Restaurants, Bars, American (Traditional), Burgers",2.5,98
Xx2mcb4mxgd-mmtGwQp1gw,Fat Franks,Edmonton,AB,"Food Court, Food, Fast Food, Restaurants",2.5,6
Ytp6XpvKFseskYaFbn8wKg,The Benevolent King,St. Louis,MO,"Bars, Moroccan, Restaurants, Nightlife, Cocktail Bars",4.0,86
Q8UJnXmY-_tuxdOaJozmFA,Port Fednuts,Philadelphia,PA,"Restaurants, Donuts, Food, Chicken Shop",4.5,22
pFwBaG-6kvrGgSRfIhgPKQ,Yogorino,Paoli,PA,"Restaurants, Ice Cream & Frozen Yogurt, Food, Desserts, Vegan, Gelato",4.5,37
sJz1nAmdlu8OodhvZCUooA,T Hogan's Pub,Philadelphia,PA,"Pubs, Nightlife, Restaurants, Bars",4.0,15
vEgNQ1YOYOwzEIybF-QlhQ,Deano’s Beach Kitchen,Madeira Beach,FL,"American (New), Restaurants, Seafood, Sandwiches, Chicken Wings, Salad",5.0,27
evOg5Cxy0N8IUPcxKof2Uw,Puna Cafe,Arnold,MO,"Coffee & Tea, Restaurants, Imported Food, Cafes, Desserts, Food",4.5,9
oSuBlZFLtw4vvXx3b9g39g,Milano's Pizza,Metairie,LA,"Pizza, Restaurants, Italian, Chicken Wings",4.0,53
AF4AyG3BS3f76hTvp22MrA,Villalba Italian Restaurant,Nashville,TN,"Salad, Pizza, Nightlife, Bars, Italian, Restaurants",4.0,243
FibcT_HHPxko0J3TtMsemw,Popeye's - Roosevelt Mall,Philadelphia,PA,"Restaurants, Food, Fast Food, Chicken Wings",1.5,15
AGIKrqh1uMzY-IVsMo7bWQ,Betito's,Tucson,AZ,"Fast Food, Mexican, Restaurants",3.5,10
aWCaN3d7FZBi6BS_0jcGqg,Ollie's Oyster,Hudson,FL,"Seafood, Restaurants",3.5,9
F0XzJXvOBrl5sjTYufSt8A,China Bowl Take Out,Camden,NJ,"Restaurants, Chinese",3.5,10
d7T5iF4Nxp-ILqeXM_Z5Mw,Corner Grille 301,Zephyrhills,FL,"Burgers, Food, Ice Cream & Frozen Yogurt, Restaurants, Hot Dogs",4.0,23
Trn2Ff9KuJMMs0csCCjiwg,Mama Louisa's on Houghton,Tucson,AZ,"Event Planning & Services, Caterers, Italian, Restaurants, Food, Bars, Food Delivery Services, Nightlife",3.5,105
JtE-xxZRBYyWKWaooUye9A,Dickey's Barbecue Pit,Meridian,ID,"Restaurants, Caterers, American (Traditional), Barbeque, Event Planning & Services, Southern, Chicken Wings",2.5,95
SEYmU47q4FW1IkjIXC4dGg,Sky Lounge,Ewing,NJ,"Food, Beer, Wine & Spirits, Burgers, Restaurants",3.0,23
HQt5nxRVlJKTw9stwwRY5Q,Party Fowl - Nashville International Airport,Nashville,TN,"Restaurants, Southern, American (New)",4.0,16
0ZcYZNGb85gscHglo04qSA,Miguel's Mexican Food,Reno,NV,"Restaurants, Seafood, Mexican, Nightlife, Bars",3.5,285
UGEXeeoB9frA2MBPOIECLg,Golden Paan Shop,Tampa,FL,"Food, Shopping, Restaurants, Specialty Food, Indian, Tobacco Shops",4.0,19
0JnsAQFvOFxPltNU_smK3w,Kaldi's Coffee,St. Louis,MO,"Coffee Roasteries, Restaurants, Coffee & Tea, Breakfast & Brunch, Food",4.5,112
0EPYrxeMLh2G63HLMIgRHg,Nueva Cantina,Saint Petersburg,FL,"Restaurants, Nightlife, Cocktail Bars, Latin American, Breakfast & Brunch, Bars, Mexican, Lounges",4.0,350
nDdIb6y5Vc5_aNG-Rd0JMQ,Lox Stock & Barrel,Philadelphia,PA,"American (Traditional), Venues & Event Spaces, Restaurants, Sports Bars, Comfort Food, Event Planning & Services, Diners, Delis, Bars, Nightlife",3.5,29
dzeBiAu0VAaVBbMwcV9GFw,Rooster - South Grand,Saint Louis,MO,"Restaurants, Food, Creperies, Coffee & Tea, Breakfast & Brunch, Diners",3.5,748
JGo8Wm7A9ysK5Ilpcy8b9w,Cinnaminson Diner,Cinnaminson,NJ,"Breakfast & Brunch, Restaurants, Diners",3.5,55
nUCjyw0wQ_sjaS_vVYwjQg,Yummy Bowl,Indianapolis,IN,"Mongolian, Sushi Bars, Restaurants",4.5,49
0006EuNe5LBARerF4RKz4Q,Scarpinato's Cucina and Catering,Turnersville,NJ,"Food, Italian, Soup, Restaurants",3.5,129
-PvUiRhg9Nuy0l_dJX-IfA,Liscios Italian Bakery,Sewell,NJ,"Food, Restaurants, Delis, Bakeries",4.0,28
ocmbenUwdjb0IzbHOnEI2w,Uncle Vinny's Pizza,Sparks,NV,"Bars, American (New), Sports Bars, Restaurants, Nightlife, Pizza, American (Traditional)",3.0,53
0n0WHhp0jvJI8ivbJQYpeQ,Tropical Smoothie Cafe,Brandon,FL,"Food, Juice Bars & Smoothies, Sandwiches, Restaurants",3.0,6
m8NqeSyNohkvYEZ22mKINA,Roman Delight,Southampton,PA,"Restaurants, Food, Pizza, Food Delivery Services",3.0,18
jbwJ6wuKBuSZ9-GGPNPVRA,Tastee Donuts,Harahan,LA,"Food, Restaurants, Coffee & Tea, Donuts",3.0,8
QTH_qfANuRvfEIr_Es9cJg,Legends Bar & Grille,Metairie,LA,"American (Traditional), Bars, Nightlife, Restaurants, Music Venues, Arts & Entertainment",4.0,5
KLWanUwgoujbm9tuSm2LSQ,Doylestown Pizzeria,Doylestown,PA,"Restaurants, Pizza",4.0,25
VFqjFgR9CrOeoFfkSPxXGg,Vincent's Pizza,Souderton,PA,"Pizza, Restaurants",3.5,30
zzfj1-iPfw0cwnOjY0yUgA,Ruby's Kitchen,Nashville,TN,"Breakfast & Brunch, Burgers, American (Traditional), Southern, Restaurants, American (New)",3.0,24
PidQU5-thi2TXbJiFdxvgQ,The Rice Bowl,Tucson,AZ,"Japanese, Fast Food, Gluten-Free, Asian Fusion, Restaurants, Chinese, Food",3.0,48
aCIEDF2W4nRpL7fTk3njtw,A 1 Japanese Steak House,Fairless Hills,PA,"Japanese, Sushi Bars, Restaurants, Steakhouses",3.0,126
035gK3ASKDns-ojUSnV4IA,Rosewood Miramar Beach,Montecito,CA,"Hotels & Travel, Hotels, Event Planning & Services, Restaurants, Piano Bars, Nightlife",3.5,189
nmcUYtAn8jNRXY9pYAZUtA,Gita Pita,New Orleans,LA,"Middle Eastern, Restaurants, Mediterranean, Halal, Falafel",4.5,16
1O0teX-jRsmxqDYmRNncSg,Lion's Choice,St. Louis,MO,"Sandwiches, American (New), Fast Food, Restaurants, American (Traditional)",3.0,20
3uZDQ582PUBqawE9uRBtfA,Gingerbread Caffe,New Orleans,LA,"Food, Restaurants, Coffee & Tea, Bakeries, Breakfast & Brunch",3.0,11
A5sXEcVHYnmNDs0bwb7u-w,Oketo Japanese Express,Largo,FL,"Japanese, Bubble Tea, Sushi Bars, Restaurants, Food, Asian Fusion",3.5,64
uOx0sKON3JcIB993Ra3w7w,Vuocolo's Italian Restaurant and Wine Bar,Ashland City,TN,"Pizza, Bars, Wine Bars, Restaurants, Nightlife, Italian",4.0,43
l6cTxmgR8E-Jm2LUGUbtnA,Marino's Bistro ToGo,Cherry Hill,NJ,"Italian, Restaurants",4.5,40
x1CtK2qnlCr_1DJFNo1_vw,El Limon - Norristown,Norristown,PA,"Restaurants, Mexican",4.0,93
Q08nz8Y6VEDPyho_yJgimA,World of Beer,Brandon,FL,"Lounges, Pubs, Nightlife, Restaurants, American (Traditional), Arts & Entertainment, Bars, Music Venues, Gastropubs, Breweries, Food",3.5,227
Mw4IoBY_CXr8oFhbF7WcAQ,The Little Tuna,Haddonfield,NJ,"American (New), Restaurants",3.5,145
X6ExflwppH41zPcnSRv0uA,Randazzo's Pizza,Jamison,PA,"Sandwiches, Pizza, Restaurants, Salad",4.0,62
q7gXzkWI-70rv2qdHXupQg,Station House BBQ,Lutz,FL,"Food, Restaurants, Caterers, Event Planning & Services, Barbeque, Food Delivery Services, Vegetarian",5.0,74
yIAgFdYQY3UdfDn-qO0K7g,Arts & Letters Cafe,Santa Barbara,CA,"Beer, Wine & Spirits, Food, Coffee & Tea, American (New), Restaurants, Breakfast & Brunch, Cafes, Sandwiches",4.5,67
FNQnqZXrr9lWuFzRX3NSfw,Pizzeria Manninos,Pitman,NJ,"Restaurants, Pizza",4.0,133
H8kS0IyJgpT2FJCgYjEO9A,Tres Caminos Pontoon Beach,Granite City,IL,"Mexican, Desserts, Steakhouses, Restaurants, Tacos, Food, Seafood",4.0,11
98tSf-vntopx4PNMqiFItg,Fazoli's,Bridgeton,MO,"Italian, Restaurants, Pizza, Fast Food",3.0,30
612K4E9aazB1bix9HAyhMw,Conola Grill & Sushi,Metairie,LA,"Restaurants, Southern, American (New), Sushi Bars",4.0,148
QhgrhVKlXZtSY6gRThf8zA,Bing Bing Dim Sum,Philadelphia,PA,"Cocktail Bars, Dim Sum, Nightlife, Restaurants, Chinese, Asian Fusion, Bars",4.0,557
jL251AHFcygyUEfAAF3h2Q,Star Bagel Cafe,Nashville,TN,"Sandwiches, Restaurants, Breakfast & Brunch, Bagels, Food, Cafes, Coffee & Tea, Juice Bars & Smoothies, Vegetarian",4.0,260
s6raretmvrdos7CFQ3TLHQ,Joe's Pizzeria,Marlton,NJ,"Restaurants, Gluten-Free, Pizza, Food, Specialty Food, Italian, Sicilian, Pasta Shops",4.0,58
zAS0PxknG625IhojaidCYQ,The Hungry Hangover,Lutz fl,FL,"Restaurants, Tacos, Mexican, Fast Food, Food, Food Trucks",5.0,8
KUsWK0Vk4npG5gcLVlSAJg,Big Dan's Hamburgers,Indianapolis,IN,"Burgers, Fast Food, Hot Dogs, Restaurants, Food",3.5,32
t2NOHTihthJ9nHGXr3C8ng,El Macho Taco,Edwardsville,IL,"Mexican, Tacos, Salad, Restaurants",4.5,38
_hzSGMHU64O1KL_uoms03Q,Sun Ray Grill,Gretna,LA,"American (New), Diners, Burgers, Restaurants",4.0,68
ShtHQzsdcnh1PGWDDHDAsw,Pizza Villa,Glenolden,PA,"Restaurants, Pizza",2.0,26
3NNKjjMkjYQwkrlRJ__VGw,England Pizza,Philadelphia,PA,"Pizza, Restaurants",3.5,29
BAnKNRRc757nEmEdU7SevQ,The Oceanaire Seafood Room,Philadelphia,PA,"Restaurants, Seafood",3.5,20
FWqhypnh0NsTwpWW69nS7w,Alfredo Italian Byo,Berwyn,PA,"Rolfing, Caterers, Beauty & Spas, Italian, Event Planning & Services, Food, Coffee & Tea, Donuts, Salad, Restaurants",3.5,75
I2_0af3Gu4SyAq4Qdz5cFg,Original Westshore Pizza South Tampa,Tampa,FL,"Restaurants, Pizza, Sandwiches, American (Traditional), Salad",3.0,175
rbddEDXRIVu7MyTyEEYp9g,Le Foret,New Orleans,LA,"French, Restaurants",4.0,87
pGrer2c_tJ2ykTfs64t8JQ,The Sumney,Gwynedd,PA,"American (Traditional), Irish, Bars, Sports Bars, Restaurants, Pubs, Nightlife",3.5,69
O0HHXvNqdsX89rE2gmU1tQ,Tokyo Grill,Kenner,LA,"Japanese, Restaurants, Food, Do-It-Yourself Food, Sushi Bars",4.5,80
l9U0fpXrdJ2WDgKI4MGuOw,Bar,Philadelphia,PA,"Bars, Beer Bar, Pool Halls, Hot Dogs, Restaurants, Pubs, Sports Bars, Nightlife, Dive Bars",3.0,98
wqpzxTiOwH4NKwr7Ruy9Kg,Chick-fil-A,Avon,IN,"Fast Food, Event Planning & Services, Caterers, Restaurants, Chicken Shop",4.0,68
vgaDkuxjt8-w-0PtE8tTCA,Yolk - City Way,Indianapolis,IN,"Caterers, Restaurants, Cafes, Coffee & Tea, American (Traditional), Event Planning & Services, American (New), Food, Breakfast & Brunch",4.0,680
8crVeVL3pi8OFRj9c_3vxQ,Spice Indian Thai Bistro,Newtown Square,PA,"Thai, Indian, Restaurants, Buffets, Vegetarian",4.0,174
UEGZ1nHUVb2ltGtd7C7X9w,Dairy Queen,Philadelphia,PA,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers",4.5,12
SCzBI5olDzxOAmdzJOjxDA,Checkers,Tampa,FL,"Restaurants, American (New), Hot Dogs, Chicken Wings, Burgers, Fast Food",1.5,11
o9a4dXSNgvbsbaIHNvP6qw,Mi Pueblito Tacos,Philadelphia,PA,"Restaurants, Mexican, Food Trucks, Food",4.5,29
xt8DUB5zZUjRnPH-trYOCg,Papa John's Pizza,Tucson,AZ,"Restaurants, Pizza",3.0,14
ey9VopvmbhfbYUJ6Fh3DHQ,Uncle Frank's Italian Restaurant & NY Pizza,Largo,FL,"Restaurants, Chicken Wings, Italian, Pizza",4.0,10
H5KRna9A6mDQEJ2ZN0zL6g,La Petite Grocery,New Orleans,LA,"Restaurants, Wine Bars, Food, Brasseries, Bars, American (New), Breakfast & Brunch, Nightlife, Modern European, French, Cajun/Creole, Southern",4.0,715
IMRrO1LUSq54ukcyBpimhA,Favori Deli,New Orleans,LA,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches",4.0,71
d1ITZ6toMoZ0J1Yt1WMbTg,The Original Corner Pub Green Hills,Nashville,TN,"Restaurants, Salad, Bars, American (Traditional), Nightlife, Sports Bars",3.0,76
KoSNm3pWZ1zyVucqsozZ-A,Papa G's,Sparks,NV,"Pizza, Salad, Breakfast & Brunch, Burgers, American (New), Restaurants",3.0,31
o0Q47gv_nlWYSeIZfGhotg,Wepa Cafe,Garden City,ID,"Caribbean, Latin American, Restaurants, Puerto Rican",4.5,23
ymvcFCWLCitr2AQoA4gV-g,The Hyde Out,Tampa,FL,"Sports Bars, Restaurants, Music Venues, American (New), Lounges, Sushi Bars, Nightlife, Bars, Arts & Entertainment",3.5,127
ePeffa0b95s4Y677PtwO9w,ClusterTruck,Indianapolis,IN,"Restaurants, Caterers, Burgers, Mexican, Food Delivery Services, Food Trucks, Food, Event Planning & Services",4.5,311
tWJ3DwufXIKdlLTEw7K96g,India Rasoi,Saint Louis,MO,"Buffets, Vegetarian, Restaurants, Pakistani, Indian, Vegan",4.0,340
E5HJqAUxzRuBaZUy034M7g,Pach's Place,Tampa,FL,"Restaurants, Breakfast & Brunch, Diners",4.0,133
0RkgKEwGQqwz4noPB65O6w,Hollywood Casino St Louis,Maryland Heights,MO,"Hotels, Casinos, Restaurants, Arts & Entertainment, Event Planning & Services, Hotels & Travel",2.0,140
eOdJgsNyROi8TDV-F-_juA,Wawa,Williamstown,NJ,"Food, Sandwiches, Coffee & Tea, Grocery, Restaurants, Convenience Stores, Delis",3.0,5
Xh3PAJG65l92cW8Z3gQ2VA,Brooklyn Famous Pizza,Woodbury,NJ,"Restaurants, Pizza, Italian",1.5,8
vqQjBBShpCuX8v3BzEtFTg,Cornerstone Pizza Company,New Port Richey,FL,"Pizza, Restaurants",3.0,8
5eHsFwEG9UkVNaMpcbZjEg,Ms. Nancy's Place,Merchantville,NJ,"Food, Restaurants, Soul Food, Desserts, Breakfast & Brunch",4.0,44
5675HMUmVh1SoRLkpnMKFw,Mediterranean Cuisine,Nashville,TN,"Mediterranean, Restaurants, Middle Eastern, Greek",3.5,33
lQZDL1J6xDjL7PG-5CgkGA,Wild Ginger,Sicklerville,NJ,"Restaurants, Asian Fusion",3.5,109
0DkIUiK3hkM1stV8AZ5ULg,Oodle Noodle,Edmonton,AB,"Ethnic Food, American (New), Specialty Food, Chinese, Restaurants, Food, Asian Fusion, Canadian (New)",3.0,25
vg3JmN8hAiOV1suoxTi1yA,Domino's Pizza,Philadelphia,PA,"Pizza, Restaurants, Chicken Wings, Sandwiches",2.0,81
L4POqDySd7lSnLPd8mmpiw,White Castle,Nashville,TN,"Burgers, Restaurants, Fast Food",2.0,26
0l48wds0O4w8qtM4Rh0hnQ,Holy Guacamole,Indianapolis,IN,"Mexican, Restaurants, Food",3.0,11
dRKztV_Vtl7AvZg052SgRQ,Open Society,Indianapolis,IN,"Beer, Wine & Spirits, Food, Bars, American (New), Latin American, Nightlife, Restaurants, Wine Bars, Coffee & Tea",4.0,330
lkHAblUQ_4DiuINP473H5A,Jazz - A Louisiana Kitchen,Sparks,NV,"Seafood, Cajun/Creole, Restaurants",3.0,167
c0p9TawJSQHchy5aL8NWgQ,Rosales Mexican Restaurant,Santa Barbara,CA,"Mexican, Restaurants, Breakfast & Brunch, Seafood",4.5,227
7p2AcJ8wJ7TOgM0skPUTcQ,Ram Restaurant & Brewery,Meridian,ID,"Breweries, Burgers, American (Traditional), Food, Restaurants, American (New)",3.0,146
ecI3FBTM0f99Fnml3kNKfg,Arnaud's Restaurant,New Orleans,LA,"Restaurants, Cajun/Creole",3.5,792
vl1rPRIc67KtfFB4E9KwPg,Legin's House Of Seafood,Goodlettsville,TN,"Seafood, Soul Food, Restaurants",3.5,46
dZFlKW6M5YIhPHrLhsdCTA,Taco Bell,Nashville,TN,"Breakfast & Brunch, Restaurants, Fast Food, Mexican, Tacos, Tex-Mex",3.0,15
-JGkEsPcn-hoFspX1reyoA,Steak and Hoagie Factory,Warminster,PA,"Restaurants, Sandwiches",3.0,6
l-JQja1KoFdjaP8AJp_mvQ,McDonald's,Hermitage,TN,"Food, Burgers, Restaurants, Coffee & Tea, Fast Food",1.5,35
jlUyW2SS2_K54GqZ4two8g,Ann's Cake Pan,Horsham,PA,"Bakeries, Cupcakes, Custom Cakes, Restaurants, Food",4.5,30
rtryziQ0PnTt7RHfSxxcUA,Abbott Station Restaurant,Zephyrhills,FL,"Breakfast & Brunch, American (New), Steakhouses, Restaurants",4.5,14
YnB6Cr43FzE7uJysmxTfkw,Friendly's,Philadelphia,PA,"Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt, American (Traditional)",1.5,39
AperXbtpt4FH6fvJFOirUA,Horinoya,New Orleans,LA,"Restaurants, Japanese",3.5,87
FHGI7dx-HAo2OTcy-5Ja6Q,Jacobsmeyer's Tavern,Granite City,IL,"American (Traditional), Restaurants",3.5,11
aokmHGeXF6Q41Q5h7aU53Q,Sakura Sushi,Palm Harbor,FL,"Restaurants, Japanese, Sushi Bars",4.5,93
fOG9NWvniLALjex1e0B7GA,Pupuseria Lila's & Restaurant,Kenner,LA,"Restaurants, Mexican, Spanish, Breakfast & Brunch, Salvadoran, Seafood, Latin American",3.5,7
EutlEgdwZHMhDzxG5ytV1A,Bahama Breeze,Brandon,FL,"Restaurants, Bars, Latin American, Laotian, Caribbean, Seafood, Nightlife",3.5,258
aXFwakN348U-3rLhG0_qqA,Beach House,Metairie,LA,"American (New), Bars, Gay Bars, Restaurants, Nightlife, Seafood, Local Flavor",4.0,5
DZG3652AxmIUGmlF-hg3mw,Bertucci's Italian Restaurant,Wilmington,DE,"Pizza, Gluten-Free, Restaurants, Italian",3.5,67
2CxBWBtlzViH_EoIg928cA,White House Tajine,Bryn Mawr,PA,"Restaurants, Moroccan, Halal, American (New)",4.5,35
uJvTBGksfErVDSOeBsmOyA,The Living Room Cafe,Philadelphia,PA,"Food, Breakfast & Brunch, Cafes, Restaurants, Coffee & Tea, American (Traditional)",4.5,139
W_KCxp8zEb8_PG1ZoP37eg,Italian Delight,Doylestown,PA,"Italian, Restaurants, Pizza",3.5,10
qOx-ZEszYuwsPHPQmBMe_A,Bonefish Grill,St Petersburg,FL,"Seafood, Cocktail Bars, Nightlife, Bars, Restaurants, American (New)",3.5,175
ZvOZCvLeAKGFzwnyu1aeKw,Serrano,Philadelphia,PA,"Restaurants, American (Traditional)",2.5,74
